"","site","sensor","date","year","month","day","daily_mean_temp","daily_mean_humid"
"75","Bülach - Feldermösli",531,2019-07-14,"2019","07","14",17.6361805555556,71.5122916666667
"76","Bülach - Feldermösli",531,2019-07-15,"2019","07","15",17.71125,75.02625
"77","Bülach - Feldermösli",531,2019-07-16,"2019","07","16",19.3969014084507,66.3382394366197
"78","Bülach - Feldermösli",531,2019-07-17,"2019","07","17",20.4683333333333,59.2873611111111
"79","Bülach - Feldermösli",531,2019-07-18,"2019","07","18",21.0389583333333,56.63375
"80","Bülach - Feldermösli",531,2019-07-19,"2019","07","19",22.5075694444444,60.0589583333333
"81","Bülach - Feldermösli",531,2019-07-20,"2019","07","20",23.6272222222222,59.9159722222222
"82","Bülach - Feldermösli",531,2019-07-21,"2019","07","21",22.6528472222222,72.4813888888889
"83","Bülach - Feldermösli",531,2019-07-22,"2019","07","22",23.8540277777778,63.4495833333333
"84","Bülach - Feldermösli",531,2019-07-23,"2019","07","23",24.8840972222222,60.3456944444444
"85","Bülach - Feldermösli",531,2019-07-24,"2019","07","24",26.5801388888889,55.1325
"86","Bülach - Feldermösli",531,2019-07-25,"2019","07","25",27.0938194444444,54.7495833333333
"87","Bülach - Feldermösli",531,2019-07-26,"2019","07","26",27.4247222222222,53.2659027777778
"88","Bülach - Feldermösli",531,2019-07-27,"2019","07","27",22.1136111111111,70.5984722222222
"89","Bülach - Feldermösli",531,2019-07-28,"2019","07","28",17.4005555555556,93.0595138888889
"90","Bülach - Feldermösli",531,2019-07-29,"2019","07","29",19.9022916666667,74.0641666666667
"91","Bülach - Feldermösli",531,2019-07-30,"2019","07","30",22.2503472222222,65.1292361111111
"92","Bülach - Feldermösli",531,2019-07-31,"2019","07","31",19.3163888888889,73.3254166666667
"93","Bülach - Feldermösli",531,2019-08-01,"2019","08","01",20.6870833333333,60.564375
"94","Bülach - Feldermösli",531,2019-08-02,"2019","08","02",19.3000694444444,68.7091666666667
"95","Bülach - Feldermösli",531,2019-08-03,"2019","08","03",20.62125,61.9464583333333
"96","Bülach - Feldermösli",531,2019-08-04,"2019","08","04",21.1704929577465,60.5387323943662
"97","Bülach - Feldermösli",531,2019-08-05,"2019","08","05",23.5417361111111,61.8911805555556
"98","Bülach - Feldermösli",531,2019-08-06,"2019","08","06",19.7821527777778,91.3756944444444
"99","Bülach - Feldermösli",531,2019-08-07,"2019","08","07",18.0646527777778,93.7334027777778
"100","Bülach - Feldermösli",531,2019-08-08,"2019","08","08",20.2086111111111,78.4229166666667
"101","Bülach - Feldermösli",531,2019-08-09,"2019","08","09",23.8411805555556,69.4068055555556
"102","Bülach - Feldermösli",531,2019-08-10,"2019","08","10",20.2570138888889,82.22
"103","Bülach - Feldermösli",531,2019-08-11,"2019","08","11",19.9909722222222,80.1710416666667
"104","Bülach - Feldermösli",531,2019-08-12,"2019","08","12",16.5756944444444,86.8679166666667
"105","Bülach - Feldermösli",531,2019-08-13,"2019","08","13",16.3791549295775,71.2283098591549
"106","Bülach - Feldermösli",531,2019-08-14,"2019","08","14",16.5074305555556,67.6177777777778
"107","Bülach - Feldermösli",531,2019-08-15,"2019","08","15",16.28375,79.8590277777778
"108","Bülach - Feldermösli",531,2019-08-16,"2019","08","16",18.596875,68.3928472222222
"109","Bülach - Feldermösli",531,2019-08-17,"2019","08","17",19.0709027777778,75.8486805555556
"110","Bülach - Feldermösli",531,2019-08-18,"2019","08","18",23.1380555555556,68.0871527777778
"111","Bülach - Feldermösli",531,2019-08-19,"2019","08","19",19.0859027777778,87.0620138888889
"112","Bülach - Feldermösli",531,2019-08-20,"2019","08","20",15.5204166666667,96.1753472222222
"113","Bülach - Feldermösli",531,2019-08-21,"2019","08","21",16.2735416666667,78.6526388888889
"114","Bülach - Feldermösli",531,2019-08-22,"2019","08","22",15.9133333333333,83.8565277777778
"115","Bülach - Feldermösli",531,2019-08-23,"2019","08","23",17.0045138888889,84.5240277777778
"116","Bülach - Feldermösli",531,2019-08-24,"2019","08","24",18.0259027777778,84.898125
"117","Bülach - Feldermösli",531,2019-08-25,"2019","08","25",19.9546527777778,77.3374305555556
"118","Bülach - Feldermösli",531,2019-08-26,"2019","08","26",20.7403472222222,74.8895833333333
"119","Bülach - Feldermösli",531,2019-08-27,"2019","08","27",21.8065277777778,72.37
"120","Bülach - Feldermösli",531,2019-08-28,"2019","08","28",24.1998611111111,66.4573611111111
"121","Bülach - Feldermösli",531,2019-08-29,"2019","08","29",22.13375,71.1013888888889
"122","Bülach - Feldermösli",531,2019-08-30,"2019","08","30",21.7761111111111,74.7318055555556
"123","Bülach - Feldermösli",531,2019-08-31,"2019","08","31",22.1656944444444,72.8033333333333
"124","Bülach - Feldermösli",531,2019-09-01,"2019","09","01",20.5430555555556,73.3636111111111
"125","Bülach - Feldermösli",531,2019-09-02,"2019","09","02",16.3013888888889,84.8595833333333
"126","Bülach - Feldermösli",531,2019-09-03,"2019","09","03",15.0049305555556,77.8894444444445
"127","Bülach - Feldermösli",531,2019-09-04,"2019","09","04",16.8309722222222,71.4308333333333
"128","Bülach - Feldermösli",531,2019-09-05,"2019","09","05",13.4747916666667,84.5200694444444
"129","Bülach - Feldermösli",531,2019-09-06,"2019","09","06",13.3490277777778,84.5290972222222
"130","Bülach - Feldermösli",531,2019-09-07,"2019","09","07",15.0666666666667,76.8400694444444
"131","Bülach - Feldermösli",531,2019-09-08,"2019","09","08",11.1894405594406,93.9428671328671
"132","Bülach - Feldermösli",531,2019-09-09,"2019","09","09",12.7365277777778,77.4775
"133","Bülach - Feldermösli",531,2019-09-10,"2019","09","10",10.4,91.64
"134","Bülach - Feldermösli",531,2019-10-15,"2019","10","15",12.4614925373134,87.7450746268657
"135","Bülach - Feldermösli",531,2019-10-16,"2019","10","16",11.0560416666667,79.8877083333333
"136","Bülach - Feldermösli",531,2019-10-17,"2019","10","17",12.3899305555556,81.8111111111111
"137","Bülach - Feldermösli",531,2019-10-18,"2019","10","18",13.1594444444444,92.6604861111111
"138","Bülach - Feldermösli",531,2019-10-19,"2019","10","19",12.5551388888889,95.6325
"139","Bülach - Feldermösli",531,2019-10-20,"2019","10","20",11.73,95.5956944444444
"140","Bülach - Feldermösli",531,2019-10-21,"2019","10","21",13.1934722222222,94.2254166666667
"141","Bülach - Feldermösli",531,2019-10-22,"2019","10","22",13.0905555555556,95.0133333333333
"142","Bülach - Feldermösli",531,2019-10-23,"2019","10","23",13.309020979021,90.7106293706294
"143","Bülach - Feldermösli",531,2019-10-24,"2019","10","24",13.6065972222222,90.1552777777778
"144","Bülach - Feldermösli",531,2019-10-25,"2019","10","25",13.1208333333333,86.2865972222222
"145","Bülach - Feldermösli",531,2019-10-26,"2019","10","26",11.2544755244755,91.3802797202797
"146","Bülach - Feldermösli",531,2019-10-27,"2019","10","27",13.265,84.6594444444444
"147","Bülach - Feldermösli",531,2019-10-28,"2019","10","28",10.6639160839161,97.7603496503497
"148","Bülach - Feldermösli",531,2019-10-29,"2019","10","29",7.25493055555556,97.1159722222222
"149","Bülach - Feldermösli",531,2019-10-30,"2019","10","30",6.74972222222222,97.4210416666667
"150","Bülach - Feldermösli",531,2019-10-31,"2019","10","31",6.37485915492958,98.7408450704225
"151","Bülach - Feldermösli",531,2019-11-01,"2019","11","01",9.66636363636364,96.6546153846154
"152","Bülach - Feldermösli",531,2019-11-02,"2019","11","02",13.7324647887324,87.0110563380282
"153","Bülach - Feldermösli",531,2019-11-03,"2019","11","03",10.4106293706294,92.5893006993007
"154","Bülach - Feldermösli",531,2019-11-04,"2019","11","04",10.8353521126761,81.1968309859155
"155","Bülach - Feldermösli",531,2019-11-05,"2019","11","05",8.66708333333333,88.9575694444444
"156","Bülach - Feldermösli",531,2019-11-06,"2019","11","06",7.40908450704225,90.2747887323944
"157","Bülach - Feldermösli",531,2019-11-07,"2019","11","07",5.53267605633803,92.009014084507
"158","Bülach - Feldermösli",531,2019-11-08,"2019","11","08",4.26270833333333,97.6195833333333
"159","Bülach - Feldermösli",531,2019-11-09,"2019","11","09",4.09839160839161,95.6727272727273
"160","Bülach - Feldermösli",531,2019-11-10,"2019","11","10",2.49479166666667,96.2286111111111
"161","Bülach - Feldermösli",531,2019-11-11,"2019","11","11",3.94839160839161,86.7594405594406
"162","Bülach - Feldermösli",531,2019-11-12,"2019","11","12",4.73042253521127,83.5606338028169
"163","Bülach - Feldermösli",531,2019-11-13,"2019","11","13",2.63886524822695,87.8218439716312
"164","Bülach - Feldermösli",531,2019-11-14,"2019","11","14",2.38692857142857,84.4437142857143
"165","Bülach - Feldermösli",531,2019-11-15,"2019","11","15",3.80281690140845,85.9900704225352
"166","Bülach - Feldermösli",531,2019-11-16,"2019","11","16",2.98853146853147,91.6637762237762
"167","Bülach - Feldermösli",531,2019-11-17,"2019","11","17",3.14286713286713,96.36
"168","Bülach - Feldermösli",531,2019-11-18,"2019","11","18",4.19152777777778,84.8065972222222
"169","Bülach - Feldermösli",531,2019-11-19,"2019","11","19",2.51183098591549,89.1061971830986
"170","Bülach - Feldermösli",531,2019-11-20,"2019","11","20",4.83823943661972,86.2264084507042
"171","Bülach - Feldermösli",531,2019-11-21,"2019","11","21",4.20678321678322,89.6399300699301
"172","Bülach - Feldermösli",531,2019-11-22,"2019","11","22",4.33524475524476,89.9833566433566
"173","Bülach - Feldermösli",531,2019-11-23,"2019","11","23",4.90645833333333,86.3865277777778
"174","Bülach - Feldermösli",531,2019-11-24,"2019","11","24",4.57401408450704,94.4910563380282
"175","Bülach - Feldermösli",531,2019-11-25,"2019","11","25",5.70756944444444,96.5939583333333
"176","Bülach - Feldermösli",531,2019-11-26,"2019","11","26",6.6186013986014,97.0651048951049
"177","Bülach - Feldermösli",531,2019-11-27,"2019","11","27",8.64814285714286,86.8395
"178","Bülach - Feldermösli",531,2019-11-28,"2019","11","28",9.01133802816901,82.2744366197183
"179","Bülach - Feldermösli",531,2019-11-29,"2019","11","29",7.04,89.6887857142857
"180","Bülach - Feldermösli",531,2019-11-30,"2019","11","30",3.80006944444444,86.0156944444444
"181","Bülach - Feldermösli",531,2019-12-01,"2019","12","01",1.88145833333333,88.8539583333333
"182","Bülach - Feldermösli",531,2019-12-02,"2019","12","02",2.16797202797203,85.3746153846154
